timestamp,x,y,z
184597,-0.67,0.06,-0.24
184701,0.37,0.0,-0.24
184804,0.06,-0.06,-0.24
184907,0.31,-0.06,-0.18
185011,0.18,0.06,-0.24
185114,0.31,0.0,-0.18
185218,1.04,-0.18,-0.18
185321,0.61,-0.18,-0.31
185425,-0.49,0.12,-0.18
185528,0.24,0.0,-0.24
185631,0.12,0.0,-0.37
185735,-0.31,0.12,-0.24
185838,0.37,-0.12,-0.18
185942,0.67,-0.18,-0.24
186047,0.18,0.06,-0.24
186151,0.24,0.06,-0.24
186254,0.24,-0.06,-0.31
186357,0.79,-0.18,-0.24
186460,0.0,-0.18,-0.18
186564,0.12,0.18,-0.18
186666,-0.12,0.06,-0.18
186769,0.73,-0.18,-0.24
186873,0.37,-0.18,-0.24
186976,0.55,0.0,-0.18
187080,-0.24,0.12,-0.12
187184,-0.06,0.06,-0.18
187287,0.12,0.06,-0.06
187390,-3.11,2.44,0.55
187494,-0.85,0.24,-1.28
187597,-1.1,0.31,-0.55
187701,-1.1,-0.18,-0.61
187804,1.65,-1.83,-1.71
187907,-2.32,0.0,-1.1
188010,-2.14,-0.37,-0.55
188114,-10.44,2.14,0.0
188217,-22.58,-1.28,0.55
188321,9.95,-7.39,6.71
188424,13.37,-1.1,1.16
188527,-3.05,2.81,-0.73
188631,1.77,-1.1,-1.71
188734,2.81,-1.77,-0.18
188837,-2.44,1.95,1.16
188940,-13.55,0.61,-2.26
189043,0.55,0.61,1.34
189146,12.33,-2.38,-1.65
189250,1.65,1.59,-0.43
189353,-1.95,-0.24,-0.55
189457,4.94,-0.24,-0.61
189560,-0.98,-2.75,-1.53
189663,16.85,-4.03,1.1
189767,97.9,-5.43,-7.14
189870,18.07,-15.2,-7.93
189973,33.02,-19.84,-11.72
190076,-98.27,14.47,-9.09
190179,-62.62,6.04,13.12
190283,25.63,-5.8,24.23
190386,-48.83,4.39,3.97
190489,11.54,15.56,7.63
190592,4.64,-4.27,-0.37
190695,1.83,-1.71,-0.85
190799,-32.41,3.91,7.57
190902,-47.3,13.06,4.64
191005,1.22,4.03,3.6
191108,-20.87,-13.98,10.19
191211,-12.51,-12.33,-4.7
191315,47.3,-18.74,-12.57
191418,-1.65,-2.14,-1.65
191521,6.77,1.95,4.76
191623,8.61,-13.85,-12.45
191727,28.26,-34.18,-0.98
191829,49.5,-25.7,32.9
191933,28.38,14.53,15.56
192036,21.36,3.3,10.93
192140,-16.36,2.62,5.68
192243,4.76,9.16,4.76
192347,-5.31,4.52,6.41
192449,6.47,-9.95,-0.61
192552,13.49,-7.81,-3.48
192655,-3.23,0.55,1.22
192758,9.64,-1.53,0.73
192862,-0.79,-5.07,-2.44
192965,8.12,-2.01,-1.46
193068,1.1,0.49,0.55
193172,2.26,-3.36,-0.92
193275,3.54,-1.77,-0.61
193379,2.5,-1.83,-0.79
193481,1.1,-0.61,0.24
193584,-0.24,0.79,0.85
193687,-1.22,-0.18,0.43
193790,-4.94,0.24,-0.12
193893,3.6,0.37,0.18
193995,-0.85,-0.49,-0.31
194098,-0.79,0.18,0.18
194201,-0.43,0.12,0.06
194303,-2.14,0.06,0.12
194406,-6.96,-2.69,1.83
194509,-75.44,-18.01,29.79
194613,-89.84,-27.16,22.83
194717,0.85,-31.8,1.34
194820,-22.89,-46.94,31.56
194923,-34.48,-56.21,40.34
195026,37.17,-1.46,8.3
195130,-2.01,3.66,-0.73
195233,13.61,1.83,2.01
195336,2.99,4.33,10.86
195439,6.41,0.85,-0.55
195543,-0.98,-3.05,2.93
195646,3.23,0.49,3.78
195750,-8.67,-4.33,2.2
195853,2.44,0.73,0.98
195956,8.73,-4.7,7.69
196059,-9.64,-0.73,-2.08
196163,2.69,0.55,1.1
196266,5.92,-4.46,2.2
196369,-6.84,-1.83,1.53
196472,2.56,-0.24,0.67
196576,1.46,-0.98,-0.98
196679,0.12,0.49,0.12
196783,1.95,0.92,-0.85
196886,1.71,-0.31,0.06
196989,1.83,0.55,0.31
197092,2.69,0.31,-0.06
197195,2.75,0.67,0.24
197299,1.1,-1.34,-0.55
197402,0.06,-0.61,-0.43
197505,-0.37,0.31,-0.12
197608,5.49,0.92,0.49
197712,2.75,0.49,1.34
197815,-4.94,-0.67,1.95
197919,-0.79,-1.65,-3.36
198023,-12.39,-4.15,-7.57
198126,0.85,-8.67,-5.19
198230,11.23,-2.75,-0.49
198333,-5.37,1.28,0.0
198436,5.62,-3.78,-2.81
198540,-4.64,-0.92,3.11
198643,7.14,4.27,0.43
198746,4.64,-4.46,-3.91
198849,-3.72,3.54,1.1
198952,0.85,-1.71,-1.34
199056,-2.5,-1.53,1.04
199159,-2.99,1.1,1.22
199262,-1.28,-2.62,-3.78
199365,-4.27,1.77,0.98
199469,2.01,-0.43,-0.06
199572,3.54,-0.43,-0.55
199675,-0.85,0.12,-0.18
199779,-0.24,0.31,-0.12
199882,-0.31,-0.31,-0.31
199985,-3.11,0.12,0.06
200089,3.36,0.49,-0.31
200192,4.09,-0.98,-0.98
200295,-2.69,-1.16,-0.12
200399,4.09,2.44,2.01
200502,0.06,-1.95,-1.89
200605,-2.5,0.0,-0.37
200709,0.0,0.92,0.79
200812,10.56,-2.14,-2.01
200915,-5.25,3.36,1.59
201019,7.39,-1.1,-0.79
201122,2.99,-0.31,-1.65
201226,8.42,-7.69,-8.48
201329,-8.06,2.44,0.73
201433,-2.38,1.22,4.52
201536,4.94,5.37,6.65
201640,9.22,6.71,9.4
201743,5.13,-3.05,13.67
201846,0.49,-4.58,1.04
201950,-4.03,0.98,0.31
202053,5.31,-1.89,-3.36
202157,-2.99,-0.31,0.61
202260,-0.61,-0.73,-0.18
202364,4.27,-0.92,-1.04
202467,1.53,-0.06,0.0
202571,-1.65,0.92,0.31
202675,3.48,0.24,-0.55
202779,-0.73,0.85,0.49
202882,-2.56,-0.61,1.53
202985,3.11,-0.67,-0.31
203089,-2.38,0.55,-0.12
203192,-2.08,-1.04,-0.24
203295,0.06,0.43,0.24
203399,2.38,-0.85,-0.61
203502,-0.67,0.98,1.16
203605,-1.59,-0.98,1.04
203709,3.36,-0.37,0.0
203812,-2.32,0.61,0.49
203916,1.4,-1.1,-0.98
204019,0.73,-0.18,0.18
204122,-0.37,0.49,0.06
204225,1.65,-0.49,-0.55
204328,0.79,0.92,0.0
204431,3.72,0.55,-0.06
204535,0.37,0.31,1.04
204638,0.37,15.32,0.37
204742,6.16,-0.18,0.31
204845,-5.68,-0.37,-0.18
204948,2.62,-0.24,0.0
205052,1.1,-0.06,-0.12
205154,-1.1,-0.06,-0.06
205258,-1.4,0.06,-0.12
205361,2.14,-0.06,0.0
205464,-2.44,0.24,-0.12
205568,2.75,-0.73,-0.49
205671,-1.83,-0.06,-0.12
205775,1.89,-0.18,-0.24
205878,0.92,0.24,0.0
205980,2.26,-0.12,-0.24
206083,-2.69,0.31,0.67
206187,1.53,-1.77,-0.49
206290,0.12,-0.61,-0.67
206393,-1.34,0.67,0.67
206497,-0.49,-0.12,-0.37
206600,0.92,-0.67,-0.85
206704,2.62,0.79,0.37
206807,0.43,0.06,-0.37
206910,1.83,-1.04,-1.28
207014,0.12,1.22,0.18
207117,-0.55,-0.98,-0.49
207220,0.55,0.55,0.06
207323,-3.97,-0.73,1.4
207427,0.98,0.06,-0.24
207531,0.92,-0.06,0.0
207634,0.43,-0.49,-0.37
207737,0.31,-0.49,-0.55
207841,2.14,0.43,0.12
207944,1.89,-0.37,-0.31
208048,-2.32,0.49,-0.12
208151,2.44,-0.12,0.12
208255,0.79,0.12,-0.18
208358,-1.46,-0.06,-0.18
208462,0.12,-0.49,-0.31
208565,-1.04,-0.06,0.06
208668,-0.12,0.18,-0.18
208772,0.79,-0.12,-0.24
208875,-0.06,-0.12,-0.24
208978,1.28,0.12,-0.24
209081,0.31,-0.24,-0.31
209185,0.98,0.06,-0.12
209288,2.01,0.43,0.24
209393,-3.17,-1.04,-0.73
209497,1.1,-0.24,-0.06
209600,-1.53,0.31,0.06
209703,5.43,0.37,-0.06
209807,-1.04,0.12,-0.24
209910,0.24,-0.98,-0.55
210013,2.93,1.22,0.79
210117,0.0,0.43,0.67
210220,-5.68,0.79,0.98
210323,-2.38,-1.59,-0.67
210426,-3.48,0.98,1.34
210529,-3.36,-1.46,-2.14
210633,-1.16,-2.2,-2.38
210736,-8.54,2.2,1.71
210840,-3.6,-2.87,-2.75
210943,-4.39,-2.75,-3.36
211046,-5.62,-7.87,-4.94
211150,-1.71,-2.01,-0.37
211253,18.55,-5.92,1.59
211356,-0.06,2.56,2.81
211459,0.92,0.61,1.22
211563,-3.05,-0.79,-1.1
211666,-0.06,0.18,0.85
211769,-1.89,0.79,0.49
211873,-3.36,-0.49,-0.37
211976,5.68,0.06,-3.3
212079,-7.51,-1.16,-1.71
212182,0.49,1.77,1.04
212285,4.27,0.24,-0.49
212389,-1.89,0.0,-0.73
212492,3.11,-1.34,-1.04
212595,2.2,0.49,-0.37
212698,-3.91,0.67,-0.49
212802,2.32,-0.67,-0.49
212904,-0.55,-0.31,-0.49
213007,0.92,-0.24,-0.31
213111,-0.06,0.12,-0.18
213214,-0.37,-0.49,-0.43
213317,1.46,0.0,-0.24
213421,-0.37,-0.31,-0.37
213524,-1.04,-0.43,-0.43
213627,0.85,-0.24,-0.37
213731,1.34,0.43,-0.06
213834,-1.59,0.18,-0.18
213938,0.92,0.0,-0.12
214041,-1.59,-0.12,-0.06
214145,0.49,0.18,0.0
214248,-0.73,-0.06,-0.18
214351,0.43,0.24,-0.06
214454,0.49,0.43,0.0
214557,1.53,0.18,-0.24
214661,0.61,0.12,-0.18
214764,-0.49,0.18,-0.06
214867,0.61,-0.24,-0.31
214971,-1.89,-0.06,-0.24
215074,2.14,-0.61,-0.43
215178,-0.31,0.37,-0.18
215281,0.37,-0.12,-0.24
215384,0.0,-0.06,-0.31
215488,-0.67,-0.06,-0.12
215591,2.01,-0.43,-0.24
215695,1.34,0.37,-0.06
215798,-0.85,-0.37,-0.24
215901,0.61,-0.24,-0.37
216005,0.06,-0.06,-0.12
216108,3.48,1.1,1.1
216211,-2.81,-0.43,7.93
216315,5.68,-10.99,9.46
216418,-10.13,-18.01,20.2
216521,-8.73,-30.64,20.81
216625,-69.58,-34.91,29.79
216728,-46.14,7.93,-2.14
216832,-44.07,13.31,1.34
216935,-0.49,-24.41,45.29
217038,-4.88,-10.38,34.0
217142,-0.18,-19.35,11.47
217245,-33.51,26.98,46.69
217348,12.08,-18.37,14.22
217451,-32.17,-21.48,10.62
217555,-24.35,1.89,6.84
217658,21.36,1.22,-7.08
217761,-1.77,-3.11,-7.2
217864,4.21,1.53,2.14
217968,2.69,1.04,3.66
218071,2.32,1.59,-2.2
218174,0.49,-0.37,-1.77
218277,6.65,-0.24,0.0
218380,-0.43,0.92,0.55
218484,7.32,1.16,2.44
218587,15.14,-0.49,-2.32
218690,2.81,-1.28,-1.95
218794,0.37,0.06,0.06
218897,0.98,0.55,0.92
219000,-0.24,-0.37,-1.04
219103,-0.37,-0.37,-0.61
219207,12.88,2.87,0.18
219311,1.53,0.31,0.18
219414,2.2,0.92,-1.95
219517,-0.24,4.94,-12.45
219620,-30.94,5.74,-21.48
219727,27.65,-50.84,5.74
219830,-10.93,23.38,3.23
219933,326.97,15.75,-11.66
220036,1.89,35.22,-15.38
220139,-51.09,3.78,29.3
220243,78.12,-1.53,-9.95
220347,-57.43,-5.62,8.61
220451,-13.61,-3.23,-1.59
220554,14.1,10.62,-18.01
220657,20.69,2.56,-6.9
220760,-186.22,-41.75,25.57
220864,116.52,-1.22,3.6
220967,-25.82,10.68,25.94
221069,5.68,-0.67,28.32
221173,15.14,-24.41,-0.73
221276,-5.8,-0.18,-9.34
221379,-6.65,0.92,1.83
221481,2.08,1.28,0.06
221583,-6.29,-1.77,-0.24
221686,-5.8,-3.85,-2.69
221788,1.28,2.81,1.46
221891,-3.48,0.06,-0.73
221994,-1.77,-2.5,-1.89
222098,-0.37,0.43,-0.18
222200,-1.83,-0.98,0.0
222303,1.53,-0.61,-0.24
222405,2.56,0.67,-0.31
222508,-1.16,-0.85,0.49
222611,-0.61,1.77,-0.43
222714,2.5,-3.66,-0.73
222817,-4.21,1.46,0.55
222920,-2.01,2.2,-0.73
223023,8.18,-3.17,-1.34
223127,-3.72,3.72,0.18
223231,-2.38,1.83,1.28
223334,0.06,0.31,-0.43
223436,5.68,-0.61,-1.59
223539,-4.94,0.18,0.43
223642,2.26,0.67,0.24
223746,1.04,-1.16,-0.79
223848,-3.42,1.34,0.06
223951,2.32,-0.43,-0.18
224054,1.83,0.79,0.49
224156,2.5,-0.06,-0.12
224259,0.55,-1.4,-0.37
224361,2.69,-0.12,0.49
224465,4.33,-1.71,-0.55
224568,-4.76,1.53,1.04
224671,1.59,-0.85,-0.61
224775,4.64,-0.49,-0.49
224877,2.32,1.1,0.61
224981,2.69,-0.43,-1.1
225084,-0.55,0.12,-0.12
225187,3.91,0.79,0.43
225290,1.71,-0.85,-0.55
225393,-5.37,0.37,-2.08
225497,-3.97,-0.37,2.14
225600,-2.14,2.87,1.22
225702,8.24,-4.52,-1.89
225806,-6.04,2.69,2.99
225908,-0.12,4.88,2.75
226010,3.3,-6.29,-3.48
226113,3.72,-2.69,0.43
226215,-2.81,2.44,2.56
226318,-0.67,2.93,-0.49
226420,3.17,-0.92,-3.54
226523,2.01,-0.49,1.1
226626,-0.85,-0.92,-0.55
226729,2.08,-0.79,-0.61
226831,-6.96,3.72,1.89
226934,9.77,0.12,-3.17
227036,2.14,-4.76,-1.16
227139,-6.77,2.75,1.59
227242,0.31,1.89,0.79
227344,-2.93,0.67,-1.4
227447,0.73,-0.31,-1.46
227551,-1.53,2.69,0.85
227654,-3.3,-0.85,0.24
227756,10.01,-0.06,-0.61
227860,-5.62,2.5,-0.61
227962,3.05,-2.01,-2.62
228066,-1.71,-0.12,-0.73
228169,-2.14,2.14,-0.06
228272,-1.22,0.49,0.18
228374,-0.06,0.18,-0.49
228477,-2.2,0.85,0.85
228580,2.32,-1.22,-0.06
228683,0.67,0.18,-0.24
228786,-1.59,0.31,-0.18
228888,0.43,0.67,-0.73
228991,1.1,0.73,0.0
229094,0.92,-0.49,0.0
229197,1.1,-1.83,-0.61
229300,0.06,0.24,0.61
229403,-5.19,1.59,-0.12
229505,-1.95,0.18,0.18
229609,0.12,5.0,2.5
229712,12.45,-2.14,2.69
229815,-2.01,-8.73,-3.17
229918,-2.81,-2.81,0.43
230021,-0.43,4.15,-2.62
230123,5.13,1.95,-4.39
230226,-4.03,-0.79,-1.65
230328,0.92,0.67,-1.34
230431,0.49,-1.95,-1.34
230534,2.56,-1.16,-1.65
230636,-0.98,-0.61,0.79
230739,0.18,0.06,-0.49
230842,-2.5,-0.79,-0.18
230945,0.67,-1.04,-1.4
231047,0.55,-0.24,-0.67
231150,1.22,0.55,0.79
231252,-4.09,-0.61,-4.7
231356,3.72,-1.71,-0.31
231460,1.46,-0.79,0.43
231563,4.27,-1.53,-1.1
231665,-0.24,1.71,-7.45
231769,-3.85,-13.18,-11.84
231871,5.0,2.32,-10.62
231973,-5.98,-12.39,4.21
232076,-45.41,1.83,-5.13
232178,33.02,30.15,6.53
232281,17.58,-3.78,-1.34
232384,101.5,-67.69,-60.55
232486,-82.09,50.54,17.4
232589,-42.18,31.49,3.97
232692,0.24,-14.4,-13.43
232795,16.05,-11.84,-2.81
232899,-8.48,-3.85,-0.73
233002,-4.39,-0.49,-1.1
233105,-8.91,-1.1,-0.06
233207,23.13,-4.94,11.9
233310,-15.2,-2.81,-2.14
233412,-0.06,1.65,-8.0
233515,21.61,1.46,2.32
233618,-25.33,-7.75,-0.85
233721,-2.62,4.03,2.2
233824,10.56,10.07,2.75
233927,-4.58,-1.04,-2.38
234030,-2.62,2.32,0.85
234133,-0.79,-4.15,-2.62
234236,-2.81,-2.69,-1.71
234339,-5.25,1.1,-0.18
234443,0.37,-2.99,-0.67
234546,2.93,1.65,-0.92
234648,-2.2,-1.04,-1.4
234751,-0.92,-0.79,-0.73
234854,2.87,2.32,0.98
234957,0.73,-2.62,-1.46
235061,0.73,1.28,0.43
235163,4.94,1.71,1.65
235266,22.83,-15.99,-6.65
235369,-12.7,-14.34,-7.93
235471,-31.86,17.21,6.9
235574,-28.32,16.85,5.74
235676,-1.71,1.1,-2.81
235779,14.04,1.65,-2.81
235881,-10.99,5.49,0.12
235983,-3.36,-7.32,33.75
236086,16.42,-1.34,0.31
236188,2.62,-3.54,0.55
236291,-9.09,0.79,2.32
236393,-2.08,-4.21,1.1
236496,11.11,-5.0,-0.85
236598,4.27,-7.75,-2.32
236701,3.54,-0.85,1.22
236803,3.66,-3.72,-1.28
236906,1.95,-3.48,-1.28
237009,2.93,2.93,0.92
237112,-3.42,-1.83,-1.83
237214,17.52,-6.16,-3.97
237317,6.04,-1.53,-1.4
237419,-7.81,2.14,1.71
237522,3.17,-0.37,-0.31
237626,1.89,-3.54,-1.53
237728,-1.1,-1.59,-1.16
237832,-1.22,2.26,0.06
237934,3.42,-1.83,-1.34
238038,0.98,1.1,0.67
238141,1.59,-0.31,-0.37
238244,1.4,-0.12,0.0
238347,0.61,0.61,0.0
238450,0.12,-1.4,-0.67
238553,3.05,-0.79,-0.55
238657,-1.46,-0.31,-0.43
238761,-1.46,-0.55,-1.53
238864,6.65,-9.34,-4.15
238967,-5.92,1.34,-0.37
239070,-4.09,10.13,4.76
239173,3.42,-5.43,-2.62
239277,13.85,-1.95,-0.73
239380,8.54,4.82,0.79
239483,3.17,-7.51,-2.69
239586,-4.94,-1.16,0.73
239689,12.08,-3.54,-2.44
239792,7.63,-4.46,-3.42
239896,-7.26,7.02,2.69
239999,-5.55,7.87,-1.16
240102,4.09,-4.27,-3.66
240206,-1.16,3.54,0.73
240308,-9.83,9.7,-0.24
240411,0.31,10.5,-20.39
240514,96.37,0.18,-45.65
240617,70.01,4.33,21.12
240720,-22.4,29.66,-31.01
240823,-4.82,-6.77,-8.79
240926,3.42,5.31,0.06
241029,-2.56,5.37,-0.24
241133,-7.14,-3.05,0.85
241236,46.33,25.27,14.1
241339,-14.65,0.67,-5.62
241443,-0.92,-8.67,-7.87
241547,-13.98,-8.54,-4.94
241650,6.71,2.32,0.31
241752,0.49,-4.46,-2.44
241855,-7.75,2.08,0.98
241958,-4.27,2.2,-0.24
242061,1.53,-2.5,-1.59
242165,4.09,1.28,0.18
242267,-1.77,-0.73,-0.49
242370,-1.16,-0.73,-1.59
242473,-4.52,1.4,0.37
242576,5.19,-1.22,-0.37
242678,-4.64,-0.49,0.67
242781,4.46,-0.55,-0.31
242884,0.31,-0.43,-0.55
242987,3.66,0.37,0.18
243090,3.6,-1.28,-0.12
243194,1.28,0.24,0.67
243298,-0.67,-0.85,-0.49
243402,0.85,1.65,0.85
243504,-5.55,-6.53,-0.31
243608,2.81,0.92,0.92
243710,-4.27,0.0,-0.85
243814,-1.53,-0.06,-0.55
243916,-1.53,-0.73,0.67
244019,-0.18,-1.04,-0.24
244122,-3.66,1.53,0.12
244225,-17.7,1.65,0.43
244329,-0.55,-0.67,-0.98
244431,8.06,-0.73,0.67
244534,-3.48,-1.28,-0.24
244637,5.98,-0.73,0.67
244741,10.62,3.42,9.89
244845,-10.8,-5.49,0.31
244948,1.83,-2.56,-1.34
245051,2.44,7.93,2.2
245154,-3.85,-5.07,-2.93
245257,-0.12,-1.1,-0.85
245361,-0.98,0.98,-0.06
245464,0.37,-0.61,-0.24
245566,0.67,0.61,0.0
245670,2.69,-0.24,-0.67
245773,-0.79,3.85,1.28
245876,-3.54,-0.61,-0.37
245981,1.34,1.28,-0.37
246083,-2.08,-2.01,-0.43
246186,5.0,-0.55,0.73
246289,28.63,-1.89,9.28
246391,9.28,-6.59,21.55
246494,-3.17,-13.73,20.69
246597,-0.67,-6.29,-1.34
246700,9.09,-0.55,-5.0
246802,-1.16,-3.17,-3.11
246906,2.38,-0.61,0.67
247009,-1.34,2.32,-0.37
247112,-0.73,-1.16,-0.61
247214,3.48,-4.52,-0.85
247318,1.83,1.71,0.37
247420,-6.53,3.23,1.22
247523,-0.18,0.49,0.43
247627,1.59,-4.15,-2.44
247731,2.14,-2.81,-1.46
247833,-4.94,3.78,0.73
247936,-4.82,5.37,3.6
248039,8.79,0.92,0.0
248142,-1.22,-4.39,-1.46
248246,3.66,3.05,1.22
248349,0.92,-2.93,-1.65
248453,0.67,1.46,0.67
248556,-0.24,-2.62,-1.34
248659,1.59,-0.55,-1.16
248763,1.83,2.69,0.31
248865,0.06,-0.49,-0.24
248968,-2.44,-0.79,-0.85
249070,0.92,2.93,0.49
249174,4.64,2.5,0.79
249277,-0.98,-2.69,-1.22
249381,4.46,-1.83,-0.61
249486,1.65,-3.72,-1.46
249588,1.4,0.31,0.37
249691,1.59,-1.53,-0.79
249794,0.49,0.73,0.06
249897,2.01,-0.06,-0.12
250000,8.67,1.04,0.31
250103,-10.19,-3.05,-2.81
250206,-7.93,-0.24,0.55
250309,14.04,7.02,3.05
250412,-7.2,-4.15,-1.71
250515,15.38,6.84,2.56
250618,-2.14,-1.71,-0.37
250720,2.69,-0.12,-0.49
250824,-2.14,0.43,0.18
250927,-1.71,0.43,-0.06
251030,1.65,1.59,0.67
251133,-0.37,-1.65,-0.55
251236,-0.18,2.81,0.06
251340,-5.62,1.89,0.92
251442,3.17,-1.04,0.37
251545,0.79,-0.85,-1.1
251648,-1.59,2.01,0.49
251750,-0.18,-0.55,-0.43
251853,-2.08,0.43,0.43
251956,0.0,-1.95,-1.46
252060,4.21,0.85,-0.98
252163,-2.26,0.98,1.16
252266,2.5,-0.24,-0.06
252368,-1.59,-1.28,-0.06
252471,0.85,-2.2,0.31
252574,3.11,-1.59,-0.73
252677,1.28,-3.11,0.06
252780,0.55,1.46,-0.24
252883,-1.89,-3.36,-1.59
252986,0.24,-0.12,-0.12
253090,0.31,-2.01,-0.85
253193,-5.37,2.08,-0.18
253297,5.37,6.23,2.56
253400,1.28,-1.4,-0.79
253503,-1.16,3.36,0.67
253606,-15.5,-2.69,-0.37
253709,0.12,1.34,-0.18
253812,0.12,0.61,0.18
253915,0.67,-0.92,-0.31
254018,-0.06,0.61,-0.18
254121,0.06,-0.31,-0.49
254225,0.85,-0.31,-0.24
254328,0.79,0.12,-0.24
254431,0.31,0.12,-0.18
254534,0.37,0.24,-0.12
254637,-0.43,0.06,-0.37
254741,0.37,0.0,-0.06
254844,0.31,-0.92,-0.92
254947,0.0,0.12,-0.49
255050,0.73,-0.67,-0.12
255153,1.04,0.12,0.0
255256,-0.37,0.37,-0.06
255359,-2.87,-0.43,0.24
255462,2.75,1.89,0.98
255565,4.03,-3.05,-1.16
255667,0.67,3.85,1.22
255771,-0.92,-0.79,-0.92
255873,-0.31,0.06,-0.06
255976,0.67,0.12,0.12
256079,0.98,-0.73,-0.37
256182,1.16,-0.12,-0.18
256285,0.73,-1.1,-1.22
256388,0.18,-0.37,-0.43
256492,0.49,-0.06,-0.18
256595,0.43,0.37,0.18
256697,0.12,0.55,0.37
256800,-0.43,-0.18,-0.24
256903,0.79,0.67,0.31
257005,-0.24,0.0,-0.12
257108,0.98,-0.12,-0.18
257211,-0.18,0.06,-0.31
257314,-0.24,0.24,-0.06
257417,-0.24,-0.43,-0.24
257520,-3.85,0.67,0.06
257622,11.11,0.43,-0.49
257725,8.36,-2.69,-1.34
257827,-1.95,2.26,1.77
257930,-0.55,-0.61,-0.55
258033,0.37,-1.16,-0.49
258136,-3.11,1.53,0.61
258238,-2.14,-0.67,1.16
258341,1.34,-1.28,-0.85
258444,-1.1,0.98,0.18
258547,2.01,0.31,0.0
258650,-1.77,0.37,-0.06
258752,-1.71,2.38,0.31
258855,0.92,0.31,-0.18
258958,0.06,0.37,-0.06
259062,0.43,0.12,-0.18
259165,4.09,-1.28,-0.49
259268,-0.92,0.0,-0.06
259370,-0.18,0.18,-0.24
259473,-0.24,-0.31,-0.49
259576,-0.55,0.98,0.0
259679,1.1,0.18,-0.24
259782,0.06,-0.37,-0.37
259885,2.01,0.06,0.31
259988,0.98,-0.24,-0.18
260091,0.31,0.67,0.06
260193,1.04,-0.49,0.49
260296,0.12,0.55,0.49
260399,2.14,-1.46,-0.85
260502,0.0,0.67,0.06
260604,0.37,-0.55,-0.43
260707,0.37,-0.06,-0.37
260811,1.59,0.49,0.24
260914,-0.18,-0.49,-0.73
261016,2.2,-0.24,-0.12
261120,1.16,-0.18,-0.24
261223,0.85,-0.49,-0.31
261327,0.55,-0.55,-0.24
261430,0.37,0.12,-0.18
261532,0.92,0.18,-0.31
261634,0.12,-0.31,-0.18
261738,0.31,0.12,0.0
261841,-1.04,-0.55,-0.43
261943,-0.31,-0.55,-0.43
262046,0.49,0.18,-0.31
262149,-1.46,-0.37,0.0
262252,1.16,0.24,0.06
262354,-8.12,-1.83,-2.56
262458,-4.7,2.38,0.24
262562,0.31,-2.14,-1.53
262665,0.37,1.65,0.73
262768,0.73,-1.22,-0.61
262871,1.4,0.43,-0.06
262975,-0.43,-0.24,-0.43
263078,0.79,0.55,0.06
263181,0.37,-2.2,-1.04
263285,3.6,2.14,0.24
263388,-1.34,0.43,0.06
263490,2.26,-0.79,-0.55
263593,-1.1,0.67,-0.06
263696,-0.12,0.37,-0.55
263799,-2.32,-2.26,-1.77
263902,1.4,3.3,1.71
264005,0.12,-1.46,-1.46
264108,0.67,1.59,0.49
264211,0.55,-0.43,-0.31
264314,0.61,0.55,0.0
264416,0.31,-0.12,-0.31
264520,0.73,-0.43,-0.18
264623,0.31,0.31,-0.06
264727,1.22,-0.73,-0.37
264830,0.49,0.67,0.37
264932,1.34,-0.43,-0.06
265036,0.0,-0.31,-0.24
265139,0.0,-0.31,-0.24
265242,0.12,-0.43,-0.37
265345,-0.12,0.49,0.06
265448,0.24,-0.73,-0.49
265550,1.22,-0.37,-0.12
265654,0.06,-1.22,-0.67
265757,0.92,0.79,0.0
265860,-0.31,-0.31,-0.61
265963,1.34,1.28,0.06
266065,-0.37,-0.49,-0.61
266168,0.49,0.43,-0.12
266270,-0.37,0.37,-0.31
266373,5.37,-6.96,-2.38
266477,3.97,2.5,1.34
266580,0.18,-1.16,-0.79
266684,-0.06,-0.37,-0.06
266786,1.4,0.73,0.06
266889,-0.18,-0.79,-0.61
266992,0.67,0.85,0.18
267095,0.24,-1.16,-0.73
267199,1.22,0.79,0.0
267302,0.49,0.67,-0.12
267405,1.46,-1.59,-0.79
267508,2.08,0.55,0.12
267610,-0.67,0.55,-0.43
267713,0.43,-1.59,-0.43
267815,2.2,1.1,-0.18
267918,-0.24,-0.43,-0.43
268021,2.38,-1.04,-0.31
268124,-1.1,-1.46,-1.1
268228,1.46,0.49,0.0
268330,-3.85,-2.2,-0.92
268433,8.24,-1.46,-0.61
268535,11.84,-5.98,-2.99
268638,-6.41,2.14,1.22
268741,-11.41,6.23,2.26
268844,-4.09,0.79,-0.61
268946,12.39,-3.36,-1.95
269049,-7.75,3.72,-4.7
269151,-15.99,5.07,-2.87
269254,6.04,-2.75,-2.56
269357,-6.41,0.92,-1.59
269460,-6.23,4.94,-0.92
269562,-8.3,5.07,-6.16
269665,7.93,-20.08,18.68
269768,-12.21,3.85,23.62
269872,129.27,4.46,-31.68
269975,50.84,19.53,-31.31
270077,0.92,-9.7,0.06
270179,11.9,-6.23,12.57
270284,0.67,9.34,12.88
270387,2.26,-8.67,2.32
270490,1.83,-8.36,-2.01
270593,-7.51,12.82,4.64
270699,2.81,4.88,-0.12
270802,1.77,-3.78,0.0
270906,2.26,-3.36,-1.1
271009,-3.3,-0.18,-0.73
271112,0.31,1.04,0.31
271215,11.05,-3.72,-1.46
271318,4.15,-3.11,-2.81
271421,0.06,3.91,0.98
271523,1.04,-0.73,0.06
271626,1.83,0.31,2.81
